Query_number,Doc_number
1096830,192987
1096830,23473
1096830,8946
1096830,164760
1096830,358585
1096830,408080
1096830,383428
1096830,434264
290779,192275
290779,169867
290779,239773
290779,181544
290779,328647
290779,171235
290779,299733
290779,138663
290779,27325
290779,60701
1096827,247308
1096827,366067
1096827,279969
1096827,332307
1096827,381410
1096827,350900
1096827,8946
1096827,91039
1096827,89653
1096827,194654
256192,117063
256192,500965
256192,122579
256192,347434
256192,308444
256192,401014
256192,169247
256192,99119
256192,47608
256192,134860
635237,201095
635237,364909
635237,135437
635237,372625
635237,327828
635237,346209
635237,202904
635237,275546
635237,309982
635237,245882
691507,161429
691507,281143
691507,158452
691507,138359
691507,84495
691507,138954
691507,230140
691507,112570
691507,138728
691507,350455
1096823,84857
1096823,306460
1096823,177134
1096823,485001
1096823,35093
1096823,331026
1096823,436298
1096823,206976
1096823,195751
1096823,90489
402417,390084
402417,489361
402417,396673
402417,248600
402417,222308
402417,218802
402417,128443
402417,28961
402417,81186
402417,438376
636853,80450
636853,156688
636853,71715
636853,267831
636853,202044
636853,394643
636853,349353
636853,180569
636853,452204
636853,372625
469535,278116
469535,400889
469535,348793
469535,283923
469535,265402
469535,476376
469535,215474
469535,456725
469535,368031
469535,407135
639163,468759
639163,207899
639163,469483
639163,348143
639163,336978
639163,111443
639163,441402
639163,193843
639163,495619
639163,167711
581521,484434
581521,72966
581521,148867
581521,187542
581521,281651
581521,284821
581521,388152
581521,123552
581521,17234
581521,187374
751778,226151
751778,486787
751778,202288
751778,52869
751778,303865
751778,212240
751778,392703
751778,398174
751778,253308
751778,330880
386653,199202
386653,358447
386653,31646
386653,426989
386653,325393
386653,447097
386653,493164
386653,386694
386653,456821
386653,99651
424509,62658
424509,429842
424509,85634
424509,432425
424509,25697
424509,389198
424509,371633
424509,409201
424509,428134
424509,417867
454258,478305
454258,221404
454258,74350
454258,408813
454258,178373
454258,285522
454258,15613
454258,718
454258,399058
454258,436092
554511,374729
554511,7911
554511,312683
554511,106258
554511,446969
554511,465157
554511,67365
554511,401149
554511,1312
554511,126325
453270,9624
453270,382587
453270,212177
453270,75171
453270,420824
453270,355111
453270,171283
453270,155271
453270,214380
453270,106018
586916,13017
586916,134642
586916,172311
586916,122934
586916,116323
586916,152733
586916,391823
586916,96203
586916,121595
586916,302891
478827,25728
478827,381172
478827,104373
478827,455907
478827,304349
478827,27859
478827,77685
478827,221411
478827,150893
478827,250816
1096787,196522
1096787,13119
1096787,238670
1096787,211151
1096787,157223
1096787,207878
1096787,153872
1096787,459499
1096787,105681
1096787,239129
656371,433150
656371,103000
656371,47548
656371,207444
656371,394226
656371,251382
656371,171340
656371,18507
656371,146823
656371,338763
477648,270375
477648,379456
477648,95470
477648,61281
477648,412137
477648,69027
477648,217975
477648,110151
477648,372092
477648,97263
649640,265226
649640,57670
649640,287837
649640,178550
649640,494331
649640,50492
649640,25706
649640,28963
649640,410588
649640,44451
1096776,391159
1096776,468146
1096776,308276
1096776,55682
1096776,459778
1096776,35095
1096776,308353
1096776,194585
1096776,363316
1096776,138045
365044,144901
365044,99861
365044,175198
365044,146177
365044,448502
365044,332954
365044,262283
365044,224984
365044,421384
365044,482054
585680,421735
585680,457506
585680,94882
585680,148536
585680,180137
585680,142557
585680,301191
585680,242666
585680,46691
585680,127876
524722,406874
524722,359786
524722,475403
524722,294212
524722,374026
524722,182756
524722,51500
524722,386306
524722,269364
524722,149970
685591,314373
685591,198673
685591,55311
685591,281698
685591,386890
685591,136169
685591,396049
685591,419019
685591,41509
685591,123808
497360,33434
497360,319788
497360,53136
497360,121571
497360,65559
497360,123741
497360,357938
497360,201130
497360,401346
497360,173009
489374,196573
489374,497020
489374,423211
489374,416101
489374,295753
489374,101423
489374,345422
489374,69749
489374,38363
489374,257467
568895,122076
568895,138220
568895,141960
568895,177939
568895,133306
568895,232206
568895,248775
568895,420321
568895,198480
568895,287545
682105,475746
682105,498039
682105,287581
682105,65576
682105,261418
682105,321797
682105,313978
682105,356505
682105,10286
682105,452326
476483,47724
476483,365810
476483,386893
476483,4099
476483,387330
476483,397399
476483,235689
476483,299928
476483,95527
476483,65902
634126,5687
634126,380554
634126,259954
634126,405254
634126,484004
634126,214380
634126,171283
634126,361607
634126,377766
634126,116691
413040,66428
413040,1385
413040,114329
413040,253354
413040,85359
413040,242159
413040,491120
413040,276854
413040,19202
413040,483048
735343,130332
735343,60562
735343,354381
735343,20763
735343,200454
735343,454677
735343,264791
735343,15936
735343,400874
735343,357211
433549,284766
433549,146585
433549,460241
433549,237352
433549,429244
433549,128132
433549,14908
433549,500614
433549,312306
433549,218921
1288,31626
1288,12404
1288,202852
1288,54469
1288,177994
1288,464918
1288,305026
1288,159939
1288,165869
1288,254012
494730,343952
494730,408217
494730,468228
494730,214908
494730,150093
494730,440542
494730,128446
494730,277123
494730,329339
494730,148584
659929,85819
659929,380072
659929,175554
659929,66310
659929,391999
659929,331871
659929,102298
659929,383303
659929,281796
659929,32061
1096742,302760
1096742,479168
1096742,125029
1096742,51094
1096742,111166
1096742,143711
1096742,52597
1096742,260942
1096742,20304
1096742,432471
696217,340783
696217,138678
696217,122602
696217,433855
696217,210793
696217,69173
696217,180004
696217,283507
696217,269571
696217,479764
417362,445743
417362,461722
417362,465337
417362,190404
417362,130953
417362,427884
417362,113186
417362,358237
417362,463249
417362,195655
739599,472227
739599,453483
739599,385277
739599,361743
739599,348752
739599,493428
739599,275701
739599,421894
739599,272064
739599,467807
710755,473304
710755,6580
710755,354548
710755,281651
710755,457726
710755,160877
710755,166589
710755,227111
710755,53493
710755,433794
669444,183684
669444,263822
669444,409012
669444,451097
669444,395247
669444,14481
669444,75506
669444,261100
669444,453205
669444,186049
117683,80779
117683,271473
117683,443052
117683,42006
117683,170309
117683,258995
117683,311177
117683,239488
117683,172237
117683,9852
633350,122970
633350,426766
633350,462120
633350,146136
633350,71008
633350,270139
633350,445927
633350,387849
633350,170314
633350,202293
131768,498085
131768,217423
131768,154929
131768,123356
131768,292389
131768,352362
131768,271614
131768,111423
131768,122766
131768,300738
337864,257458
337864,457040
337864,73234
337864,47805
337864,261129
337864,58694
337864,144811
337864,388036
337864,92646
337864,8707
495082,377838
495082,83142
495082,380378
495082,484698
495082,333966
495082,285546
495082,92496
495082,90083
495082,372881
495082,317468
1096712,189025
1096712,111991
1096712,273608
1096712,480451
1096712,77256
1096712,300175
1096712,145757
1096712,204854
1096712,241214
1096712,83869
686290,171993
686290,42228
686290,169911
686290,176802
686290,248242
686290,440668
686290,60863
686290,47230
686290,81839
686290,39757
590861,441375
590861,158104
590861,233005
590861,336537
590861,426342
590861,221523
590861,252912
590861,345144
590861,301752
590861,84935
477380,477004
477380,410880
477380,408070
477380,225102
477380,332800
477380,465552
477380,342507
477380,375477
477380,171397
477380,314780
415165,342615
415165,190258
415165,215571
415165,85193
415165,109684
415165,278519
415165,435574
415165,289717
415165,100108
415165,212589
521402,173042
521402,277024
521402,47318
521402,243281
521402,213956
521402,283464
521402,291192
521402,492267
521402,374692
521402,490338
541135,123303
541135,432442
541135,219447
541135,384705
541135,178453
541135,132384
541135,392691
541135,141018
541135,332839
541135,32004
389258,356200
389258,202785
389258,328759
389258,350748
389258,148636
389258,150179
389258,83773
389258,152668
389258,457488
389258,462898
711803,35760
711803,244247
711803,439880
711803,397752
711803,470799
711803,70193
711803,305309
711803,478627
711803,262776
711803,237785
589564,21810
589564,240984
589564,157269
589564,34359
589564,189661
589564,429896
589564,87345
589564,201113
589564,75953
589564,174506
497596,204610
497596,339030
497596,6333
497596,257467
497596,82569
497596,216591
497596,86239
497596,238449
497596,185195
497596,422226
759503,347882
759503,130332
759503,382129
759503,177087
759503,162419
759503,115004
759503,270102
759503,245227
759503,193329
759503,190589
480064,199758
480064,453632
480064,311603
480064,396689
480064,92010
480064,362389
480064,318207
480064,51997
480064,494005
480064,82477
461491,318227
461491,35508
461491,109569
461491,327083
461491,467072
461491,226334
461491,53077
461491,253249
461491,287650
461491,334308
596088,264833
596088,279952
596088,39380
596088,218417
596088,456639
596088,29988
596088,231849
596088,129581
596088,105229
596088,70924
466774,441208
466774,331913
466774,149280
466774,76724
466774,11198
466774,425700
466774,140169
466774,232903
466774,86418
466774,303998
406974,182546
406974,416302
406974,233948
406974,106688
406974,472687
406974,266313
406974,493625
406974,62623
406974,467784
406974,168370
714672,250250
714672,294384
714672,369004
714672,155804
714672,159485
714672,484333
714672,232714
714672,339684
714672,233877
714672,235482
1096667,82278
1096667,228990
1096667,36328
1096667,400952
1096667,267197
1096667,410048
1096667,254553
1096667,238116
1096667,61357
1096667,497870
680514,268785
680514,359368
680514,127657
680514,95875
680514,232252
680514,63387
680514,288693
680514,13034
680514,7272
680514,16775
635125,201095
635125,364909
635125,147508
635125,368330
635125,280446
635125,432316
635125,404082
635125,327828
635125,91438
635125,367143
1096658,90639
1096658,310923
1096658,374812
1096658,269088
1096658,79778
1096658,284697
1096658,215640
1096658,375746
1096658,150584
1096658,255113
1096656,374812
1096656,315646
1096656,400686
1096656,442689
1096656,21689
1096656,90639
1096656,243804
1096656,62650
1096656,302104
1096656,344443
589777,8702
589777,334835
589777,379767
589777,259050
589777,332969
589777,209714
589777,86417
589777,466909
589777,179694
589777,324161
424449,118095
424449,55602
424449,436890
424449,77652
424449,107279
424449,161943
424449,38030
424449,158206
424449,450246
424449,450062
645024,99287
645024,291847
645024,420906
645024,16293
645024,394072
645024,423737
645024,4441
645024,274219
645024,151996
645024,244067
456305,126334
456305,288383
456305,10296
456305,54992
456305,167375
456305,435087
456305,337583
456305,438824
456305,386183
456305,334845
399364,174166
399364,216143
399364,85520
399364,325755
399364,313715
399364,36585
399364,93772
399364,291463
399364,490505
399364,24660
1096644,294136
1096644,237043
1096644,448739
1096644,57163
1096644,231346
1096644,56166
1096644,258987
1096644,139141
1096644,383280
1096644,150889
724947,306362
724947,372269
724947,412678
724947,60598
724947,436007
724947,418997
724947,97195
724947,126943
724947,405043
724947,222955
1096641,384904
1096641,200351
1096641,199131
1096641,330993
1096641,76942
1096641,215370
1096641,367416
1096641,158934
1096641,114786
1096641,425968
494086,442022
494086,120170
494086,395330
494086,129007
494086,45112
494086,410046
494086,373991
494086,453137
494086,487461
494086,419144
626232,205412
626232,105830
626232,92800
626232,371241
626232,41788
626232,134649
626232,398069
626232,150737
626232,405686
626232,172484
277977,245589
277977,115947
277977,469249
277977,165004
277977,80585
277977,145200
277977,500269
277977,413604
277977,345495
277977,50880
372378,445159
372378,214226
372378,427046
372378,363056
372378,246803
372378,158204
372378,443737
372378,130745
372378,314461
372378,386183
1096628,60804
1096628,261348
1096628,23724
1096628,274999
1096628,338960
1096628,18778
1096628,279754
1096628,314728
1096628,317315
1096628,377309
550331,124985
550331,376701
550331,98108
550331,298932
550331,475966
550331,367664
550331,482085
550331,235515
550331,429204
550331,159052
303045,485308
303045,191158
303045,341522
303045,321899
303045,277149
303045,107265
303045,407756
303045,163272
303045,103712
303045,331871
288702,300265
288702,342519
288702,76628
288702,430013
288702,166018
288702,107167
288702,95378
288702,198928
288702,281709
288702,183672
645604,201095
645604,364909
645604,135437
645604,240794
645604,372625
645604,134189
645604,327828
645604,303035
645604,346209
645604,492850
539648,53566
539648,433239
539648,349920
539648,388289
539648,346944
539648,233097
539648,6342
539648,96609
539648,337443
539648,277068
1096620,148031
1096620,22628
1096620,438721
1096620,261460
1096620,442689
1096620,289087
1096620,253709
1096620,42302
1096620,125891
1096620,373339
503674,187027
503674,199186
503674,46830
503674,31192
503674,279214
503674,142017
503674,326740
503674,178928
503674,389029
503674,452265
1096610,364579
1096610,253725
1096610,437237
1096610,185788
1096610,469070
1096610,306278
1096610,368312
1096610,337167
1096610,152535
1096610,501541
1096607,328305
1096607,292712
1096607,189663
1096607,414273
1096607,382203
1096607,350842
1096607,26456
1096607,162415
1096607,334581
1096607,195954
641156,335255
641156,124230
641156,306635
641156,468229
641156,356929
641156,172909
641156,170200
641156,217647
641156,231072
641156,184575
505107,341042
505107,310944
505107,9850
505107,162559
505107,151101
505107,180071
505107,368259
505107,381697
505107,322117
505107,466008
505810,8869
505810,386058
505810,213013
505810,215074
505810,400425
505810,423389
505810,309706
505810,414378
505810,80500
505810,306657
626462,275748
626462,135713
626462,431702
626462,62013
626462,278901
626462,297488
626462,369992
626462,379363
626462,328546
626462,245589
397090,344399
397090,310802
397090,30304
397090,19877
397090,323570
397090,66729
397090,176159
397090,148050
397090,361035
397090,155783
464484,301191
464484,242666
464484,457506
464484,73169
464484,479436
464484,169352
464484,148536
464484,421735
464484,46691
464484,180137
484551,220947
484551,473139
484551,125796
484551,112553
484551,21090
484551,377255
484551,486963
484551,771
484551,123864
484551,292449
617611,338191
617611,78104
617611,197122
617611,494983
617611,13225
617611,230543
617611,236158
617611,260759
617611,236758
617611,402115
587326,212035
587326,226140
587326,8905
587326,259610
587326,439002
587326,494218
587326,406404
587326,143214
587326,481548
587326,212206
670142,339779
670142,447116
670142,43150
670142,206558
670142,47682
670142,147873
670142,401832
670142,48976
670142,9828
670142,303967
243244,158534
243244,5804
243244,213384
243244,174855
243244,406777
243244,149044
243244,162743
243244,271035
243244,86317
243244,29938
208265,63264
208265,434602
208265,33212
208265,207016
208265,392257
208265,250272
208265,262399
208265,113716
208265,94981
208265,252753
455862,316434
455862,210463
455862,173489
455862,372092
455862,379456
455862,165892
455862,123457
455862,305391
455862,395509
455862,249795
666792,491036
666792,226024
666792,297795
666792,263434
666792,90701
666792,336037
666792,73028
666792,447564
666792,112699
666792,211590
665972,73028
665972,339377
665972,212316
665972,132204
665972,256339
665972,262577
665972,39958
665972,366087
665972,161634
665972,496985
670022,39001
670022,216227
670022,55913
670022,171404
670022,354076
670022,87622
670022,430678
670022,480594
670022,110950
670022,277494
660534,360351
660534,487435
660534,829
660534,125354
660534,239083
660534,459376
660534,264496
660534,485877
660534,489484
660534,189542
753168,405789
753168,97142
753168,491875
753168,279385
753168,285674
753168,68403
753168,36223
753168,32750
753168,298725
753168,317384
517386,141301
517386,495840
517386,118335
517386,54097
517386,318843
517386,468505
517386,180388
517386,180077
517386,136723
517386,196817
470982,442244
470982,389867
470982,253663
470982,361874
470982,130914
470982,314578
470982,391338
470982,486645
470982,295877
470982,60402
745944,431281
745944,464266
745944,284303
745944,136796
745944,156183
745944,121918
745944,485277
745944,331925
745944,68793
745944,357481
590945,236894
590945,437732
590945,23917
590945,231529
590945,297556
590945,170547
590945,166934
590945,125845
590945,74308
590945,58104
422501,477230
422501,242141
422501,277847
422501,119984
422501,149512
422501,118165
422501,297556
422501,124019
422501,280583
422501,184110
1096557,24408
1096557,195234
1096557,140385
1096557,108344
1096557,218273
1096557,34670
1096557,382960
1096557,194043
1096557,138353
1096557,409204
642352,146677
642352,368489
642352,175307
642352,402548
642352,10185
642352,14727
642352,470309
642352,203155
642352,178384
642352,13766
477639,333821
477639,165704
477639,289707
477639,237475
477639,58195
477639,420254
477639,323346
477639,499081
477639,4432
477639,227014
1096551,273828
1096551,367627
1096551,65644
1096551,464154
1096551,446032
1096551,197474
1096551,68442
1096551,199377
1096551,193786
1096551,487682
669046,336580
669046,369402
669046,315004
669046,367334
669046,361011
669046,55201
669046,272477
669046,220863
669046,341984
669046,148076
412982,44125
412982,491008
412982,500004
412982,56271
412982,19202
412982,223219
412982,274016
412982,462374
412982,451842
412982,222738
399617,81427
399617,235867
399617,451062
399617,12309
399617,175872
399617,442925
399617,113942
399617,408582
399617,415829
399617,361832
534941,357863
534941,27859
534941,222342
534941,153897
534941,213634
534941,287506
534941,490028
534941,180214
534941,148910
534941,134050
497470,88376
497470,256358
497470,487864
497470,360293
497470,123997
497470,443186
497470,493074
497470,453299
497470,218884
497470,469729
1096543,211498
1096543,489749
1096543,116133
1096543,412787
1096543,90047
1096543,89968
1096543,47153
1096543,374163
1096543,134346
1096543,169022
576822,178574
576822,233799
576822,363240
576822,194449
576822,437395
576822,252677
576822,316636
576822,230236
576822,260369
576822,220323
745746,404881
745746,75618
745746,407158
745746,348560
745746,144507
745746,286823
745746,207609
745746,90632
745746,56000
745746,68129
635647,497530
635647,5177
635647,444374
635647,441081
635647,273043
635647,369627
635647,337067
635647,46864
635647,254302
635647,274065
1096533,307067
1096533,466330
1096533,254216
1096533,167647
1096533,92646
1096533,380508
1096533,496934
1096533,263717
1096533,538
1096533,499331
1096532,255561
1096532,262133
1096532,493168
1096532,497892
1096532,116089
1096532,173632
1096532,39272
1096532,421371
1096532,450869
1096532,156266
647949,123086
647949,331693
647949,425447
647949,154686
647949,106986
647949,33405
647949,201095
647949,364909
647949,327584
647949,160793
417080,220092
417080,158056
417080,150568
417080,238224
417080,166241
417080,158984
417080,436251
417080,120531
417080,202632
417080,57181
582146,176940
582146,225488
582146,297744
582146,37215
582146,320375
582146,88324
582146,298934
582146,172155
582146,226532
582146,93855
1096527,186090
1096527,121756
1096527,440557
1096527,245098
1096527,379823
1096527,259742
1096527,80617
1096527,387814
1096527,174878
1096527,284806
613233,10442
613233,303675
613233,342250
613233,135839
613233,196989
613233,113445
613233,215073
613233,306995
613233,129319
613233,150662
524332,108545
524332,128816
524332,99404
524332,3061
524332,247046
524332,83815
524332,98308
524332,460487
524332,404959
524332,12413
615457,79149
615457,282690
615457,60624
615457,97935
615457,259460
615457,229902
615457,272520
615457,10401
615457,270414
615457,389382
637234,301363
637234,382082
637234,434835
637234,359009
637234,41419
637234,399825
637234,227436
637234,324656
637234,423526
637234,221872
567159,225445
567159,482984
567159,135611
567159,161117
567159,34625
567159,141895
567159,446683
567159,360718
567159,200893
567159,120345
576851,448173
576851,25645
576851,93496
576851,342494
576851,119310
576851,267986
576851,315173
576851,473045
576851,483748
576851,203618
547301,449877
547301,203471
547301,137808
547301,326386
547301,100885
547301,293641
547301,185692
547301,360292
547301,378915
547301,18721
456551,147121
456551,8008
456551,484403
456551,222784
456551,44025
456551,63566
456551,190459
456551,335213
456551,467235
456551,111033
156215,190677
156215,99122
156215,37796
156215,298853
156215,296752
156215,402999
156215,319521
156215,472413
156215,387575
156215,488279
148761,405527
148761,386127
148761,47761
148761,208007
148761,437134
148761,217543
148761,273396
148761,430250
148761,337695
148761,106742
168787,124788
168787,211140
168787,167341
168787,396243
168787,277914
168787,168551
168787,19887
168787,342887
168787,356780
168787,290040
693152,286087
693152,311850
693152,303786
693152,325653
693152,356378
693152,323254
693152,79746
693152,71874
693152,201636
693152,389325
142782,167734
142782,13987
142782,485480
142782,391427
142782,397244
142782,307977
142782,58253
142782,337541
142782,194917
142782,477853
1096509,68026
1096509,226683
1096509,416624
1096509,404973
1096509,378825
1096509,336545
1096509,267142
1096509,81226
1096509,74915
1096509,374792
245921,205192
245921,47608
245921,93861
245921,147624
245921,249265
245921,98609
245921,84647
245921,146134
245921,232702
245921,396049
75717,282953
75717,326433
75717,204213
75717,9944
75717,49432
75717,125761
75717,250462
75717,79490
75717,31308
75717,226704
573157,252036
573157,78403
573157,73527
573157,455423
573157,454932
573157,244040
573157,431643
573157,226266
573157,369467
573157,450466
560245,357650
560245,434088
560245,217829
560245,111038
560245,36182
560245,145432
560245,225715
560245,385560
560245,391434
560245,292834
718112,407066
718112,66606
718112,151491
718112,102303
718112,190977
718112,190813
718112,283507
718112,410937
718112,46973
718112,319134
2,246916
2,15195
2,177589
2,137066
2,269140
2,193130
2,31766
2,68433
2,272180
2,425755
649763,129057
649763,217976
649763,217177
649763,172259
649763,448606
649763,364680
649763,172391
649763,67571
649763,386725
649763,315914
555850,377307
555850,279666
555850,194170
555850,273504
555850,120328
555850,353375
555850,244464
555850,405385
555850,317107
555850,199754
18840,103606
18840,128034
18840,355186
18840,169788
18840,43355
18840,437841
18840,147170
18840,222476
18840,465802
18840,251560
627513,280446
627513,301454
627513,339896
627513,112590
627513,31031
627513,442014
627513,151923
627513,15295
627513,496029
627513,267506
1101871,32848
1101871,9506
1101871,72641
1101871,6551
1101871,4390
1101871,170184
1101871,143046
1101871,484586
1101871,177595
1101871,160473
607374,353934
607374,431855
607374,431908
607374,246567
607374,373187
607374,93339
607374,3207
607374,2072
607374,496747
607374,288789
753517,296550
753517,24773
753517,384077
753517,19008
753517,121010
753517,93902
753517,346285
753517,158452
753517,196816
753517,373276
54040,388994
54040,3228
54040,440501
54040,6501
54040,243877
54040,393698
54040,450252
54040,142932
54040,120781
54040,80704
1096479,98715
1096479,484476
1096479,359349
1096479,128181
1096479,441595
1096479,360226
1096479,397931
1096479,463798
1096479,145259
1096479,466352
1101870,15377
1101870,218482
1101870,92587
1101870,260794
1101870,450651
1101870,182419
1101870,55989
1101870,147848
1101870,58084
1101870,480904
1096476,336733
1096476,59246
1096476,322334
1096476,100799
1096476,88247
1096476,229009
1096476,138904
1096476,295726
1096476,86782
1096476,423870
1096475,90462
1096475,363863
1096475,127113
1096475,414008
1096475,134268
1096475,460180
1096475,453146
1096475,413772
1096475,107031
1096475,486261
84778,334468
84778,325713
84778,128750
84778,342609
84778,32153
84778,2140
84778,313134
84778,376380
84778,235662
84778,115083
440098,265789
440098,15624
440098,432395
440098,116133
440098,271753
440098,18405
440098,419634
440098,417564
440098,315962
440098,294932
42361,427508
42361,409775
42361,115068
42361,83783
42361,316243
42361,42698
42361,465593
42361,102789
42361,10761
42361,128988
567714,196162
567714,417896
567714,437098
567714,15015
567714,44324
567714,182797
567714,302421
567714,437121
567714,133273
567714,231890
435794,49235
435794,166805
435794,124796
435794,369307
435794,203596
435794,317812
435794,270493
435794,252331
435794,233906
435794,500281
453869,123794
453869,191415
453869,132220
453869,410428
453869,319414
453869,173486
453869,385783
453869,108580
453869,418278
453869,140553
482808,324544
482808,358113
482808,154740
482808,122725
482808,275734
482808,14845
482808,158468
482808,474065
482808,201992
482808,335275
473492,306045
473492,22825
473492,121047
473492,305271
473492,35436
473492,374336
473492,219394
473492,292196
473492,356333
473492,78757
1101868,406983
1101868,33751
1101868,275746
1101868,272219
1101868,25585
1101868,417437
1101868,145734
1101868,33952
1101868,42302
1101868,223180
1096457,190121
1096457,62650
1096457,404543
1096457,417139
1096457,159337
1096457,493735
1096457,145453
1096457,199499
1096457,103712
1096457,81138
464440,233934
464440,317822
464440,43892
464440,318540
464440,337171
464440,7756
464440,212789
464440,46495
464440,206792
464440,155859
1096454,30198
1096454,359864
1096454,320497
1096454,348988
1096454,348673
1096454,97983
1096454,352796
1096454,29111
1096454,78224
1096454,83248
453705,390331
453705,261168
453705,88795
453705,161229
453705,308791
453705,294
453705,277454
453705,194002
453705,163089
453705,150378
65584,318447
65584,318770
65584,245812
65584,168963
65584,478933
65584,238038
65584,171953
65584,374098
65584,119871
65584,97124
620992,488176
620992,306587
620992,53968
620992,137507
620992,72942
620992,47574
620992,354336
620992,337199
620992,387962
620992,289793
556976,350183
556976,73028
556976,87432
556976,330781
556976,13238
556976,343987
556976,161824
556976,420078
556976,196025
556976,32289
694560,32735
694560,123801
694560,346363
694560,467355
694560,333079
694560,498621
694560,447058
694560,195977
694560,361094
694560,127541
407869,376831
407869,67614
407869,79228
407869,277026
407869,445817
407869,485366
407869,424373
407869,80153
407869,43124
407869,416592
484454,231411
484454,373824
484454,306426
484454,175024
484454,105222
484454,454589
484454,298553
484454,67708
484454,114181
484454,488535
1096431,245589
1096431,204864
1096431,248677
1096431,370185
1096431,122371
1096431,153479
1096431,167389
1096431,253012
1096431,217292
1096431,66740
1096429,195234
1096429,126000
1096429,492145
1096429,144918
1096429,358023
1096429,249836
1096429,249999
1096429,133351
1096429,435806
1096429,200911
667373,186572
667373,185864
667373,457989
667373,143184
667373,274681
667373,358438
667373,447818
667373,365448
667373,261117
667373,255418
527568,264270
527568,360351
527568,148218
527568,417896
527568,45717
527568,362625
527568,309149
527568,62686
527568,421720
527568,312788
595577,316794
595577,189824
595577,425587
595577,466570
595577,210522
595577,466867
595577,399103
595577,368265
595577,35644
595577,266084
461601,318227
461601,419445
461601,36909
461601,109569
461601,327083
461601,320803
461601,497628
461601,334308
461601,493019
461601,434919
693736,232013
693736,96564
693736,41373
693736,299993
693736,98718
693736,419999
693736,255997
693736,340100
693736,398957
693736,63920
231482,91564
231482,410810
231482,407607
231482,391586
231482,138338
231482,72349
231482,23100
231482,296041
231482,457216
231482,112713
443081,97795
443081,94676
443081,446775
443081,459049
443081,261648
443081,290254
443081,456492
443081,79357
443081,140998
443081,409849
282214,1411
282214,211409
282214,484109
282214,354101
282214,491237
282214,46487
282214,81734
282214,37451
282214,178177
282214,41289
747937,294172
747937,84468
747937,187797
747937,10385
747937,130332
747937,382129
747937,177087
747937,162419
747937,115004
747937,270102
467683,482818
467683,72164
467683,353143
467683,120188
467683,276045
467683,161783
467683,259092
467683,445099
467683,243434
467683,101742
551119,131562
551119,29712
551119,123075
551119,85054
551119,470664
551119,383404
551119,211013
551119,91643
551119,89120
551119,257193
450093,311974
450093,318227
450093,327083
450093,113757
450093,411294
450093,57367
450093,499271
450093,375172
450093,362230
450093,318267
696918,323428
696918,452645
696918,473693
696918,485145
696918,168553
696918,14799
696918,58857
696918,482687
696918,363049
696918,493298
540906,220534
540906,495198
540906,287359
540906,247995
540906,383386
540906,175333
540906,207715
540906,31259
540906,261083
540906,236397
575492,496367
575492,22343
575492,50413
575492,145667
575492,33059
575492,12768
575492,296195
575492,66785
575492,485499
575492,84823
588888,192280
588888,453978
588888,84549
588888,449786
588888,192829
588888,420622
588888,422820
588888,283088
588888,350086
588888,84049
687375,381510
687375,52340
687375,184275
687375,30098
687375,500092
687375,130332
687375,158452
687375,382129
687375,177087
687375,162419
479570,105830
479570,208851
479570,44744
479570,314085
479570,322721
479570,320067
479570,231363
479570,455368
479570,129190
479570,72851
708781,476336
708781,384341
708781,442324
708781,361392
708781,78356
708781,39737
708781,311604
708781,213347
708781,409482
708781,135090
578100,369362
578100,226598
578100,466127
578100,135121
578100,396442
578100,133314
578100,462804
578100,160138
578100,152395
578100,95527
198581,366224
198581,268190
198581,16161
198581,424021
198581,345147
198581,149331
198581,438721
198581,271655
198581,271753
198581,93143
441128,255731
441128,118227
441128,414608
441128,169958
441128,71192
441128,334468
441128,439929
441128,290144
441128,258092
441128,405525
748054,280279
748054,34704
748054,413403
748054,379990
748054,119164
748054,131700
748054,236388
748054,241303
748054,95358
748054,264992
329515,318615
329515,497704
329515,320170
329515,183025
329515,141747
329515,411153
329515,17527
329515,186170
329515,465386
329515,378342
560059,382061
560059,346244
560059,284862
560059,226584
560059,245650
560059,464483
560059,86367
560059,215348
560059,211122
560059,253158
1101861,390710
1101861,186078
1101861,34982
1101861,353611
1101861,163630
1101861,164597
1101861,218076
1101861,433486
1101861,455346
1101861,18405
686469,54285
686469,379302
686469,146588
686469,182718
686469,275873
686469,464528
686469,472977
686469,55422
686469,334263
686469,220446
731886,219315
731886,392095
731886,129670
731886,365130
731886,89591
731886,469014
731886,327865
731886,454492
731886,130332
731886,382129
227968,75402
227968,466122
227968,127414
227968,66043
227968,51947
227968,171092
227968,406340
227968,46365
227968,49589
227968,184963
405867,103349
405867,480863
405867,49665
405867,113890
405867,218113
405867,317285
405867,346899
405867,402750
405867,413718
405867,464891
1096376,479369
1096376,413024
1096376,118452
1096376,318617
1096376,345623
1096376,280632
1096376,269928
1096376,268345
1096376,113541
1096376,304810
1096375,129267
1096375,432897
1096375,250522
1096375,77287
1096375,38035
1096375,249530
1096375,63224
1096375,355694
1096375,175247
1096375,368061
406205,323893
406205,13996
406205,219097
406205,290499
406205,308080
406205,76578
406205,106167
406205,414041
406205,347005
406205,343958
507086,174732
507086,195434
507086,42067
507086,112834
507086,23146
507086,181776
507086,289824
507086,360912
507086,32284
507086,22321
97766,91936
97766,128196
97766,351057
97766,431540
97766,17284
97766,347432
97766,180087
97766,15789
97766,205907
97766,233118
539278,172322
539278,268950
539278,30488
539278,358116
539278,403646
539278,12859
